"state" "account_length" "area_code" "international_plan" "voice_mail_plan" "number_vmail_messages" "total_day_minutes" "total_day_calls" "total_day_charge" "total_eve_minutes" "total_eve_calls" "total_eve_charge" "total_night_minutes" "total_night_calls" "total_night_charge" "total_intl_minutes" "total_intl_calls" "total_intl_charge" "number_customer_service_calls" "churn"
"1296" "AR" 41 "area_code_415" "no" "no" 0 102.9 114 17.49 107.9 119 9.17 277.6 99 12.49 11 4 2.97 6 "yes"
"1297" "VT" 217 "area_code_510" "no" "no" 0 99.7 74 16.95 183.1 97 15.56 220.3 73 9.91 14.4 4 3.89 0 "no"
"1298" "MD" 79 "area_code_415" "no" "no" 0 213.4 107 36.28 176.2 82 14.98 180.1 125 8.1 7.9 4 2.13 0 "no"
"1299" "CT" 15 "area_code_415" "no" "no" 0 185.1 103 31.47 193.8 148 16.47 305.2 79 13.73 13.2 6 3.56 5 "no"
"1300" "MI" 96 "area_code_415" "no" "no" 0 166.5 101 28.31 78.3 108 6.66 221.9 112 9.99 11.5 10 3.11 3 "no"
"1301" "PA" 140 "area_code_415" "no" "no" 0 220.1 100 37.42 182.2 112 15.49 250.3 98 11.26 11.6 8 3.13 1 "no"
"1302" "CO" 102 "area_code_415" "yes" "no" 0 78.4 117 13.33 214.7 113 18.25 119.5 75 5.38 7.2 5 1.94 0 "no"
"1303" "CA" 67 "area_code_510" "no" "no" 0 102.8 93 17.48 137.8 91 11.71 158.9 110 7.15 8.9 5 2.4 1 "no"
"1304" "NJ" 136 "area_code_415" "yes" "yes" 22 160.3 115 27.25 273.2 88 23.22 203.2 89 9.14 11.7 2 3.16 0 "yes"
"1305" "KY" 105 "area_code_415" "no" "no" 0 181.3 134 30.82 136 84 11.56 271.2 122 12.2 10.3 3 2.78 1 "no"
"1306" "MO" 38 "area_code_510" "no" "no" 0 281.1 113 47.79 236.1 82 20.07 230.1 60 10.35 10.9 3 2.94 1 "yes"
"1307" "CA" 91 "area_code_510" "no" "no" 0 172.5 56 29.33 276.5 70 23.5 180.9 90 8.14 6.9 2 1.86 3 "no"
"1308" "CT" 110 "area_code_415" "no" "no" 0 251.3 91 42.72 207.2 95 17.61 249 70 11.21 12.9 2 3.48 1 "yes"
"1309" "IL" 74 "area_code_408" "no" "no" 0 141.9 103 24.12 201 110 17.09 211.2 117 9.5 10.9 11 2.94 1 "no"
"1310" "RI" 79 "area_code_415" "no" "yes" 30 148 96 25.16 149.6 128 12.72 220.3 99 9.91 9.7 5 2.62 3 "no"
"1311" "TN" 114 "area_code_415" "yes" "no" 0 200.7 72 34.12 271.2 79 23.05 188.2 97 8.47 13.4 7 3.62 2 "yes"
"1312" "WV" 44 "area_code_510" "no" "no" 0 238.3 83 40.51 193.7 112 16.46 167.7 79 7.55 9.4 6 2.54 5 "no"
"1313" "MS" 107 "area_code_415" "no" "no" 0 220.1 103 37.42 200.4 94 17.03 272.6 147 12.27 7.4 5 2 2 "no"
"1314" "WI" 104 "area_code_510" "no" "yes" 15 124.7 99 21.2 188.3 108 16.01 208.6 95 9.39 8 3 2.16 0 "no"
"1315" "SC" 98 "area_code_415" "no" "no" 0 147 101 24.99 202.5 89 17.21 250.8 97 11.29 9.2 3 2.48 1 "no"
"1316" "RI" 60 "area_code_408" "no" "no" 0 194.2 107 33.01 174 107 14.79 89.3 83 4.02 11.2 2 3.02 2 "no"
"1317" "AR" 138 "area_code_408" "no" "yes" 33 214.9 91 36.53 288.7 97 24.54 262.7 64 11.82 8.1 2 2.19 0 "no"
"1318" "NM" 89 "area_code_408" "no" "no" 0 269.8 94 45.87 227 125 19.3 212.2 135 9.55 4.7 6 1.27 1 "yes"
"1319" "NH" 22 "area_code_408" "no" "yes" 29 151.2 147 25.7 203.2 135 17.27 296.1 98 13.32 11.1 2 3 2 "no"
"1320" "NM" 69 "area_code_415" "no" "no" 0 111.3 110 18.92 226.8 107 19.28 187.6 66 8.44 10.2 12 2.75 1 "no"
"1321" "AZ" 106 "area_code_408" "no" "no" 0 273.8 120 46.55 149.3 104 12.69 193.9 127 8.73 11.2 3 3.02 0 "no"
"1322" "TN" 104 "area_code_510" "no" "no" 0 142.6 88 24.24 85.4 96 7.26 246.4 80 11.09 14 4 3.78 1 "no"
"1323" "OK" 174 "area_code_408" "no" "no" 0 178 49 30.26 141.5 83 12.03 265.1 114 11.93 6.2 5 1.67 3 "no"
"1324" "SC" 127 "area_code_510" "no" "yes" 33 180.5 94 30.69 241.9 107 20.56 225.4 113 10.14 7.4 2 2 1 "no"
"1325" "WY" 2 "area_code_415" "no" "yes" 27 141.7 125 24.09 160.7 136 13.66 170.3 81 7.66 9.3 2 2.51 1 "no"
"1326" "IN" 91 "area_code_415" "no" "no" 0 289.3 73 49.18 179.8 86 15.28 186.7 94 8.4 6.4 7 1.73 1 "yes"
"1327" "CT" 34 "area_code_510" "no" "yes" 26 193.4 91 32.88 198.3 94 16.86 257.2 94 11.57 9.5 5 2.57 2 "no"
"1328" "NY" 111 "area_code_510" "no" "no" 0 184.2 92 31.31 215 96 18.28 100.1 64 4.5 11.3 4 3.05 1 "no"
"1329" "TX" 110 "area_code_415" "no" "yes" 30 144.1 87 24.5 229.8 88 19.53 174.7 90 7.86 12.4 4 3.35 2 "no"
"1330" "IL" 65 "area_code_415" "no" "no" 0 180.3 84 30.65 199.9 129 16.99 280.1 62 12.6 12.1 1 3.27 3 "no"
"1331" "LA" 51 "area_code_510" "no" "yes" 24 179.2 76 30.46 253.3 64 21.53 196.5 108 8.84 15.1 3 4.08 1 "no"
"1332" "WA" 64 "area_code_510" "no" "no" 0 50.6 91 8.6 308.9 78 26.26 255.4 114 11.49 13.7 5 3.7 2 "no"
"1333" "MD" 117 "area_code_415" "no" "no" 0 223.7 73 38.03 205.2 69 17.44 282.9 51 12.73 11.1 1 3 2 "no"
"1334" "KY" 38 "area_code_415" "no" "no" 0 220.5 110 37.49 180.8 114 15.37 156.5 102 7.04 5.6 7 1.51 1 "no"
"1335" "DC" 112 "area_code_415" "yes" "no" 0 217.6 110 36.99 195.7 105 16.63 178.8 106 8.05 10.4 8 2.81 2 "no"
"1336" "IL" 48 "area_code_415" "no" "yes" 37 138.3 81 23.51 187.6 74 15.95 158 113 7.11 11.6 1 3.13 2 "no"
"1337" "WY" 105 "area_code_408" "no" "no" 0 160.3 86 27.25 195.2 80 16.59 163.3 109 7.35 12.7 3 3.43 2 "no"
"1338" "SD" 140 "area_code_415" "no" "no" 0 191.8 67 32.61 261.1 52 22.19 252.7 112 11.37 10.8 3 2.92 6 "no"
"1339" "WI" 67 "area_code_415" "no" "no" 0 166.6 102 28.32 226.3 110 19.24 147.2 121 6.62 9.1 6 2.46 3 "no"
"1340" "UT" 43 "area_code_510" "no" "yes" 24 207 109 35.19 181.7 100 15.44 148.7 111 6.69 5.7 6 1.54 1 "no"
"1341" "SD" 185 "area_code_408" "no" "yes" 18 103.9 112 17.66 230 111 19.55 155.7 119 7.01 8.5 5 2.3 0 "no"
"1342" "GA" 99 "area_code_510" "no" "no" 0 214.9 103 36.53 218.4 121 18.56 272.6 110 12.27 9.6 3 2.59 2 "no"
"1343" "IN" 52 "area_code_415" "no" "no" 0 165.9 122 28.2 212.2 107 18.04 202.1 94 9.09 8.3 3 2.24 1 "no"
"1344" "IA" 200 "area_code_415" "yes" "yes" 29 92.2 95 15.67 200 101 17 119.1 99 5.36 5.7 1 1.54 1 "yes"
"1345" "OK" 82 "area_code_408" "no" "no" 0 182.3 106 30.99 259.9 102 22.09 150.5 98 6.77 10.9 6 2.94 1 "no"
"1346" "WA" 143 "area_code_415" "no" "no" 0 211.4 94 35.94 184.5 89 15.68 243.2 108 10.94 5.5 5 1.49 1 "yes"
"1347" "AR" 71 "area_code_415" "no" "yes" 27 151.2 118 25.7 228 82 19.38 169.8 113 7.64 5.6 17 1.51 0 "no"
"1348" "WA" 124 "area_code_510" "no" "no" 0 178.8 64 30.4 226 118 19.21 240.5 89 10.82 5.5 4 1.49 2 "no"
"1349" "NC" 172 "area_code_415" "no" "no" 0 136 90 23.12 184 89 15.64 137.5 48 6.19 5.5 3 1.49 0 "no"
"1350" "NH" 97 "area_code_415" "no" "no" 0 87.1 110 14.81 202.1 110 17.18 137.9 89 6.21 14.4 4 3.89 2 "no"
"1351" "WY" 120 "area_code_408" "no" "no" 0 169 87 28.73 111.1 93 9.44 118.7 102 5.34 12.2 3 3.29 3 "no"
"1352" "MO" 83 "area_code_415" "no" "no" 0 196.7 117 33.44 272 89 23.12 199.9 62 9 10.1 11 2.73 3 "no"
"1353" "OR" 92 "area_code_415" "no" "no" 0 114.6 94 19.48 209 78 17.77 209.7 97 9.44 8.3 5 2.24 2 "no"
"1354" "MN" 130 "area_code_415" "no" "no" 0 204.5 88 34.77 178.4 85 15.16 229.6 78 10.33 12.6 8 3.4 0 "no"
"1355" "MA" 97 "area_code_510" "yes" "no" 0 272.8 60 46.38 216.5 113 18.4 245.1 67 11.03 6.1 8 1.65 5 "yes"
"1356" "ME" 53 "area_code_510" "no" "yes" 22 174.8 110 29.72 191.4 104 16.27 119.5 103 5.38 12 2 3.24 3 "no"
"1357" "MO" 87 "area_code_415" "yes" "no" 0 128.9 71 21.91 281.9 91 23.96 209.1 100 9.41 9.9 4 2.67 0 "no"
"1358" "MN" 138 "area_code_510" "no" "no" 0 54.8 123 9.32 147.5 76 12.54 173.6 119 7.81 11.5 1 3.11 1 "no"
"1359" "NE" 136 "area_code_415" "no" "no" 0 259 105 44.03 166.9 125 14.19 255.1 107 11.48 11.1 3 3 3 "no"
"1360" "MA" 98 "area_code_415" "no" "no" 0 182.6 76 31.04 145.2 75 12.34 162.6 127 7.32 12 1 3.24 6 "yes"
"1361" "LA" 109 "area_code_408" "no" "no" 0 123 111 20.91 237.2 103 20.16 258.8 91 11.65 9.3 12 2.51 1 "no"
"1362" "IA" 84 "area_code_415" "no" "no" 0 169.9 96 28.88 190.3 103 16.18 188 82 8.46 8.6 2 2.32 2 "no"
"1363" "ME" 157 "area_code_408" "no" "yes" 27 201.4 85 34.24 101.3 60 8.61 258.5 113 11.63 11.9 5 3.21 2 "no"
"1364" "VT" 74 "area_code_415" "no" "yes" 24 124.2 146 21.11 266.2 84 22.63 156.7 108 7.05 11.5 6 3.11 3 "no"
"1365" "MA" 66 "area_code_408" "no" "no" 0 128.2 109 21.79 274.5 112 23.33 211 90 9.49 8.1 4 2.19 0 "no"
"1366" "SD" 142 "area_code_408" "no" "yes" 20 214.3 126 36.43 250.1 102 21.26 189.7 116 8.54 10.6 4 2.86 4 "no"
"1367" "WA" 136 "area_code_415" "no" "yes" 24 243.3 107 41.36 226.8 111 19.28 138.5 117 6.23 11 4 2.97 4 "no"
"1368" "IN" 75 "area_code_510" "no" "yes" 17 200.7 107 34.12 212.5 109 18.06 204 136 9.18 12.9 3 3.48 4 "no"
"1369" "MN" 59 "area_code_415" "no" "no" 0 231.4 93 39.34 168 92 14.28 257.2 124 11.57 11.4 5 3.08 2 "no"
"1370" "OR" 45 "area_code_415" "no" "yes" 32 235 85 39.95 240.5 101 20.44 147.1 88 6.62 7.7 3 2.08 2 "no"
"1371" "WV" 48 "area_code_408" "no" "no" 0 237.5 117 40.38 211.1 114 17.94 163.9 114 7.38 9.7 3 2.62 1 "no"
"1372" "MO" 16 "area_code_510" "no" "no" 0 228.3 80 38.81 130.9 75 11.13 156.7 98 7.05 8.4 9 2.27 1 "no"
"1373" "UT" 140 "area_code_415" "no" "no" 0 160.5 123 27.29 185.9 110 15.8 150.4 94 6.77 10.7 5 2.89 1 "no"
"1374" "ME" 108 "area_code_510" "no" "yes" 48 185.6 125 31.55 224.6 125 19.09 284.7 87 12.81 6.9 3 1.86 1 "no"
"1375" "IL" 53 "area_code_415" "no" "no" 0 214.3 138 36.43 232.2 99 19.74 0 0 0 8.3 5 2.24 1 "no"
"1376" "OR" 91 "area_code_408" "no" "no" 0 240.8 105 40.94 192.8 93 16.39 253.4 69 11.4 7.6 3 2.05 4 "no"
"1377" "RI" 105 "area_code_408" "no" "no" 0 104.2 75 17.71 272.9 91 23.2 187.2 107 8.42 9.2 2 2.48 1 "no"
"1378" "KY" 122 "area_code_415" "no" "no" 0 273.8 94 46.55 237.1 131 20.15 295.9 89 13.32 10.4 2 2.81 3 "yes"
"1379" "TX" 26 "area_code_415" "yes" "no" 0 194.4 105 33.05 238.3 100 20.26 239.1 129 10.76 9.6 5 2.59 0 "no"
"1380" "KY" 129 "area_code_415" "no" "no" 0 130.2 94 22.13 195.2 126 16.59 195.5 68 8.8 7.6 5 2.05 2 "no"
"1381" "UT" 118 "area_code_408" "yes" "yes" 52 123.7 114 21.03 133.2 137 11.32 191.8 102 8.63 7.9 3 2.13 0 "no"
"1382" "AL" 152 "area_code_408" "no" "no" 0 142.8 106 24.28 230.5 87 19.59 212.8 74 9.58 7.2 8 1.94 0 "no"
"1383" "IL" 51 "area_code_510" "no" "yes" 32 206.1 134 35.04 179.6 84 15.27 332.2 90 14.95 10.2 2 2.75 3 "no"
"1384" "AZ" 57 "area_code_415" "no" "yes" 25 182.4 92 31.01 214.7 104 18.25 174.4 110 7.85 10.1 2 2.73 1 "no"
"1385" "SD" 60 "area_code_408" "no" "yes" 43 179.9 100 30.58 245.1 71 20.83 225.7 114 10.16 11.4 4 3.08 2 "no"
"1386" "VA" 103 "area_code_415" "no" "no" 0 228.4 103 38.83 97.3 129 8.27 199.9 67 9 9.4 7 2.54 3 "no"
"1387" "UT" 57 "area_code_415" "no" "no" 0 202 100 34.34 168.9 90 14.36 231.8 119 10.43 3.4 4 0.92 1 "no"
"1388" "CO" 84 "area_code_415" "no" "no" 0 148.8 89 25.3 189.8 93 16.13 147.6 73 6.64 6.3 2 1.7 1 "no"
"1389" "AL" 166 "area_code_415" "yes" "no" 0 191.3 120 32.52 167.3 88 14.22 162.9 110 7.33 10.2 2 2.75 2 "yes"
"1390" "TX" 130 "area_code_415" "no" "no" 0 159.9 70 27.18 236.8 127 20.13 227.9 95 10.26 9 1 2.43 1 "no"
"1391" "AZ" 116 "area_code_415" "yes" "no" 0 191.7 97 32.59 176.2 127 14.98 103.9 96 4.68 4.9 4 1.32 2 "no"
"1392" "OK" 51 "area_code_415" "no" "no" 0 86.4 102 14.69 202.1 113 17.18 113 84 5.09 11.9 6 3.21 2 "no"
"1393" "CT" 161 "area_code_510" "no" "no" 0 151.2 89 25.7 228.4 117 19.41 169.3 107 7.62 9.3 2 2.51 2 "no"
"1394" "MT" 39 "area_code_415" "no" "no" 0 196.2 105 33.35 306.8 111 26.08 201.5 110 9.07 6.9 11 1.86 0 "no"
"1395" "AR" 130 "area_code_415" "no" "no" 0 182.1 136 30.96 204.2 99 17.36 355.1 135 15.98 12 7 3.24 2 "no"
"1396" "AR" 42 "area_code_510" "no" "no" 0 155.1 110 26.37 160.8 109 13.67 237.4 115 10.68 11.3 2 3.05 3 "no"
"1397" "CO" 97 "area_code_415" "no" "yes" 27 125.9 90 21.4 123.4 91 10.49 230 71 10.35 7.3 7 1.97 0 "no"
"1398" "AZ" 127 "area_code_415" "no" "yes" 29 136.1 146 23.14 302.6 105 25.72 163.1 116 7.34 18.5 2 5 2 "no"
"1399" "UT" 34 "area_code_415" "no" "yes" 33 284.3 115 48.33 204.8 125 17.41 143 83 6.44 3.5 4 0.95 0 "no"
"1400" "MI" 116 "area_code_415" "no" "no" 0 199.7 76 33.95 98.5 104 8.37 220.1 108 9.9 13.7 6 3.7 1 "no"
"1401" "SD" 158 "area_code_415" "no" "no" 0 98.2 87 16.69 198.3 71 16.86 246 99 11.07 13 5 3.51 2 "no"
"1402" "PA" 86 "area_code_415" "no" "yes" 23 247.6 65 42.09 255.7 104 21.73 150 138 6.75 7.3 5 1.97 3 "no"
"1403" "MT" 21 "area_code_415" "no" "no" 0 254.3 87 43.23 215.5 95 18.32 236.3 98 10.63 11.6 5 3.13 1 "yes"
"1404" "MN" 78 "area_code_415" "no" "no" 0 241.3 113 41.02 146.6 97 12.46 129 131 5.81 11.8 6 3.19 3 "no"
"1405" "MD" 137 "area_code_510" "no" "no" 0 111.8 106 19.01 281.9 89 23.96 233 93 10.49 11.5 4 3.11 4 "yes"
"1406" "IN" 84 "area_code_408" "no" "no" 0 163.7 123 27.83 175 93 14.88 194 115 8.73 8 5 2.16 1 "no"
"1407" "KS" 132 "area_code_415" "no" "no" 0 164 112 27.88 243.6 80 20.71 155.5 122 7 10.2 4 2.75 1 "no"
"1408" "CA" 126 "area_code_415" "no" "no" 0 97 96 16.49 213.1 79 18.11 322.2 79 14.5 10.8 3 2.92 5 "yes"
"1409" "HI" 83 "area_code_415" "no" "no" 0 195.2 101 33.18 188.7 38 16.04 270 91 12.15 11.4 3 3.08 0 "no"
"1410" "MT" 49 "area_code_415" "yes" "no" 0 157.6 101 26.79 256.4 69 21.79 260.8 107 11.74 9.8 4 2.65 1 "no"
"1411" "AZ" 148 "area_code_415" "no" "no" 0 168.7 125 28.68 208.5 79 17.72 184.1 86 8.28 6.8 6 1.84 2 "no"
"1412" "ID" 43 "area_code_415" "no" "no" 0 253.6 110 43.11 253.3 92 21.53 161.3 103 7.26 10.2 3 2.75 3 "yes"
"1413" "VT" 78 "area_code_408" "no" "yes" 38 199 96 33.83 75.5 93 6.42 180.2 78 8.11 7.5 7 2.03 1 "no"
"1414" "CA" 65 "area_code_408" "no" "no" 0 182.5 58 31.03 201.9 93 17.16 189.1 97 8.51 8.6 5 2.32 1 "no"
"1415" "MD" 79 "area_code_415" "no" "no" 0 81.2 91 13.8 215.7 126 18.33 245.9 85 11.07 10.9 4 2.94 1 "no"
"1416" "MD" 76 "area_code_415" "no" "no" 0 179.1 110 30.45 157.2 81 13.36 240 109 10.8 6.5 3 1.76 0 "no"
"1417" "NE" 124 "area_code_415" "no" "no" 0 182.7 98 31.06 197.2 93 16.76 220.6 105 9.93 8.1 4 2.19 1 "no"
"1418" "AL" 98 "area_code_408" "no" "no" 0 207 94 35.19 256.3 64 21.79 137.6 60 6.19 10.4 4 2.81 2 "no"
"1419" "WV" 142 "area_code_415" "no" "no" 0 243.4 76 41.38 161.4 102 13.72 120.5 105 5.42 10 5 2.7 4 "no"
"1420" "NM" 146 "area_code_415" "no" "no" 0 157.4 89 26.76 196 117 16.66 147.7 150 6.65 10.8 4 2.92 0 "no"
"1421" "IN" 84 "area_code_510" "no" "no" 0 233.9 76 39.76 153.2 96 13.02 228 82 10.26 12.8 5 3.46 3 "no"
"1422" "NE" 200 "area_code_408" "no" "no" 0 195.4 71 33.22 249.4 96 21.2 233.1 132 10.49 12.9 2 3.48 3 "no"
"1423" "OK" 17 "area_code_408" "no" "no" 0 180.4 121 30.67 228.5 111 19.42 199.5 99 8.98 14.8 5 4 0 "no"
"1424" "GA" 84 "area_code_415" "no" "no" 0 172.3 92 29.29 224.2 96 19.06 223.4 100 10.05 9.7 1 2.62 2 "no"
"1425" "NE" 67 "area_code_408" "no" "no" 0 144.7 91 24.6 219.6 106 18.67 233.5 98 10.51 12.6 8 3.4 1 "no"
"1426" "SC" 125 "area_code_408" "no" "no" 0 143.6 119 24.41 238.5 119 20.27 173.6 89 7.81 10.9 4 2.94 2 "no"
"1427" "CO" 61 "area_code_510" "no" "no" 0 88.1 60 14.98 129.7 108 11.02 169 87 7.61 13.3 4 3.59 2 "no"
"1428" "SC" 103 "area_code_415" "no" "yes" 30 254.1 75 43.2 200.4 116 17.03 185.9 109 8.37 6.6 2 1.78 2 "no"
"1429" "NM" 20 "area_code_408" "no" "no" 0 131.5 64 22.36 161.8 124 13.75 158.6 106 7.14 14.8 5 4 0 "no"
"1430" "NJ" 115 "area_code_510" "no" "no" 0 156.8 104 26.66 264.7 84 22.5 249 112 11.21 7.4 8 2 0 "no"
"1431" "TN" 139 "area_code_510" "no" "no" 0 196.9 58 33.47 137.1 91 11.65 216.6 101 9.75 9.8 3 2.65 1 "no"
"1432" "ID" 96 "area_code_415" "no" "no" 0 178 140 30.26 294.6 125 25.04 242.2 91 10.9 12 6 3.24 2 "no"
"1433" "ID" 101 "area_code_510" "no" "no" 0 195.8 105 33.29 184.5 109 15.68 172 128 7.74 11.8 2 3.19 2 "no"
"1434" "OH" 86 "area_code_408" "no" "yes" 26 141.3 120 24.02 134.6 98 11.44 195.9 94 8.82 13.3 5 3.59 1 "no"
"1435" "AL" 42 "area_code_415" "no" "yes" 21 125.5 67 21.34 166.7 90 14.17 227.1 97 10.22 11 1 2.97 2 "no"
"1436" "ME" 48 "area_code_510" "no" "no" 0 200.5 117 34.09 225.3 123 19.15 134 89 6.03 6.7 5 1.81 4 "no"
"1437" "IL" 134 "area_code_408" "no" "no" 0 205.5 87 34.94 208.9 67 17.76 182.3 69 8.2 5.2 3 1.4 2 "no"
"1438" "CA" 149 "area_code_415" "no" "no" 0 152.1 116 25.86 164.3 83 13.97 142.8 98 6.43 7.6 3 2.05 0 "no"
"1439" "AL" 120 "area_code_415" "no" "no" 0 216.5 113 36.81 251.8 91 21.4 164.5 125 7.4 7.3 1 1.97 3 "no"
"1440" "MI" 62 "area_code_408" "no" "no" 0 119.3 94 20.28 224 81 19.04 156.7 78 7.05 12.1 6 3.27 5 "yes"
"1441" "MT" 84 "area_code_415" "no" "yes" 25 113.9 90 19.36 257 99 21.85 214.5 98 9.65 12.9 8 3.48 4 "yes"
"1442" "NJ" 16 "area_code_510" "no" "no" 0 228.6 130 38.86 208.4 103 17.71 195.3 118 8.79 11.9 7 3.21 0 "no"
"1443" "IN" 80 "area_code_415" "no" "no" 0 106.5 116 18.11 104.8 67 8.91 183.2 124 8.24 8.2 5 2.21 1 "no"
"1444" "KY" 78 "area_code_415" "no" "no" 0 254.1 112 43.2 215.9 80 18.35 267.1 124 12.02 16.3 3 4.4 0 "yes"
"1445" "IN" 104 "area_code_510" "no" "yes" 44 163.2 69 27.74 271.7 107 23.09 175.6 109 7.9 9.9 2 2.67 3 "no"
"1446" "NY" 102 "area_code_408" "no" "yes" 48 134 83 22.78 234.3 128 19.92 197.3 107 8.88 7.8 4 2.11 6 "yes"
"1447" "DE" 74 "area_code_415" "no" "yes" 38 176 84 29.92 288.2 103 24.5 178.2 86 8.02 14.8 5 4 2 "no"
"1448" "NJ" 135 "area_code_510" "no" "no" 0 180.1 112 30.62 257.2 89 21.86 131.6 111 5.92 11.4 7 3.08 1 "no"
"1449" "ND" 55 "area_code_415" "no" "no" 0 180.1 77 30.62 235.5 98 20.02 169.4 104 7.62 11.1 2 3 0 "no"
"1450" "SD" 106 "area_code_415" "no" "no" 0 94.8 113 16.12 283.2 95 24.07 219.3 106 9.87 6.8 4 1.84 1 "no"
"1451" "VA" 34 "area_code_415" "no" "no" 0 210.4 75 35.77 205.1 108 17.43 230.5 129 10.37 12.5 2 3.38 1 "no"
"1452" "VA" 100 "area_code_415" "no" "no" 0 174.2 93 29.61 235 101 19.98 264.2 83 11.89 9.9 7 2.67 1 "no"
"1453" "ID" 127 "area_code_408" "no" "no" 0 189.7 110 32.25 142.4 116 12.1 175.2 79 7.88 8.5 8 2.3 2 "no"
"1454" "ID" 65 "area_code_408" "no" "yes" 19 259 96 44.03 332.3 106 28.25 130.1 95 5.85 7.5 7 2.03 1 "no"
"1455" "MO" 109 "area_code_415" "no" "yes" 39 86.4 69 14.69 189.1 108 16.07 225.4 119 10.14 4.8 4 1.3 2 "no"
"1456" "NY" 98 "area_code_408" "no" "no" 0 136.9 120 23.27 180.6 84 15.35 172.9 94 7.78 11.9 4 3.21 4 "yes"
"1457" "LA" 76 "area_code_510" "no" "yes" 17 234.9 111 39.93 255.4 143 21.71 194.6 80 8.76 15.4 3 4.16 1 "no"
"1458" "UT" 141 "area_code_510" "no" "no" 0 196.5 104 33.41 175.1 111 14.88 209.6 110 9.43 14.1 4 3.81 6 "no"
"1459" "MN" 136 "area_code_415" "no" "no" 0 221.4 120 37.64 249.5 78 21.21 192 68 8.64 13.6 2 3.67 0 "no"
"1460" "SD" 69 "area_code_408" "no" "yes" 33 170.2 113 28.93 192.4 69 16.35 112 108 5.04 13 1 3.51 2 "no"
"1461" "RI" 42 "area_code_408" "no" "no" 0 191.9 139 32.62 304.2 91 25.86 179.5 91 8.08 11.7 4 3.16 0 "no"
"1462" "MS" 162 "area_code_415" "yes" "no" 0 172.1 138 29.26 165.9 93 14.1 279 81 12.56 9.2 6 2.48 2 "no"
"1463" "NC" 49 "area_code_415" "no" "no" 0 189.9 104 32.28 247.4 120 21.03 159.8 113 7.19 10.1 6 2.73 1 "no"
"1464" "VA" 103 "area_code_408" "no" "no" 0 147.8 71 25.13 182.6 103 15.52 260.8 95 11.74 6.9 3 1.86 1 "no"
"1465" "VA" 102 "area_code_510" "no" "no" 0 62.5 68 10.63 222.2 114 18.89 142.4 96 6.41 12.5 5 3.38 1 "no"
"1466" "TN" 222 "area_code_415" "no" "no" 0 256.6 119 43.62 230.8 98 19.62 236 97 10.62 12.2 5 3.29 1 "yes"
"1467" "OR" 100 "area_code_415" "no" "yes" 20 123.7 98 21.03 200.8 125 17.07 181 118 8.15 9.6 5 2.59 1 "no"
"1468" "NE" 86 "area_code_408" "no" "no" 0 113.1 77 19.23 294.4 126 25.02 101.4 94 4.56 13.4 3 3.62 1 "no"
"1469" "DE" 94 "area_code_415" "no" "yes" 38 220 102 37.4 180.3 119 15.33 136.2 90 6.13 10.3 2 2.78 1 "no"
"1470" "DC" 106 "area_code_415" "no" "no" 0 147.7 105 25.11 215 129 18.28 267.2 95 12.02 11 3 2.97 1 "no"
"1471" "AL" 91 "area_code_415" "no" "no" 0 271.9 106 46.22 231.9 116 19.71 247 110 11.12 9.3 3 2.51 1 "yes"
"1472" "ND" 62 "area_code_510" "no" "no" 0 196.2 107 33.35 103.9 104 8.83 203.8 88 9.17 13.2 4 3.56 1 "no"
"1473" "MD" 47 "area_code_415" "no" "no" 0 111.3 92 18.92 109.4 108 9.3 116.9 80 5.26 10.8 8 2.92 1 "no"
"1474" "LA" 51 "area_code_415" "no" "no" 0 176.7 129 30.04 218.9 125 18.61 183.9 51 8.28 9.1 4 2.46 0 "no"
"1475" "OK" 116 "area_code_408" "no" "no" 0 211.3 91 35.92 190.9 116 16.23 184.1 134 8.28 6.3 4 1.7 2 "no"
"1476" "ID" 145 "area_code_415" "no" "no" 0 219 98 37.23 176.1 109 14.97 166.3 132 7.48 6.8 3 1.84 2 "no"
"1477" "AZ" 126 "area_code_415" "no" "no" 0 284 92 48.28 199.7 78 16.97 203.4 141 9.15 6.6 2 1.78 1 "yes"
"1478" "PA" 180 "area_code_415" "no" "no" 0 174.1 94 29.6 147.1 93 12.5 216.9 108 9.76 16.2 3 4.37 1 "no"
"1479" "NE" 67 "area_code_415" "no" "no" 0 124 77 21.08 222.2 95 18.89 151.2 111 6.8 13.1 2 3.54 0 "no"
"1480" "TX" 38 "area_code_415" "no" "yes" 38 175.6 127 29.85 260.5 118 22.14 199.5 109 8.98 12.3 2 3.32 2 "no"
"1481" "LA" 164 "area_code_408" "no" "yes" 32 111.7 116 18.99 133.9 93 11.38 176.5 76 7.94 8 5 2.16 1 "no"
"1482" "WI" 119 "area_code_415" "no" "no" 0 37.4 102 6.36 182.3 115 15.5 191.9 100 8.64 8.3 5 2.24 2 "no"
"1483" "AR" 74 "area_code_415" "no" "no" 0 201.4 112 34.24 109.6 71 9.32 200.2 135 9.01 10.7 2 2.89 1 "no"
"1484" "GA" 18 "area_code_415" "no" "no" 0 156 88 26.52 213.8 127 18.17 244.9 113 11.02 11.4 9 3.08 1 "no"
"1485" "NY" 93 "area_code_408" "no" "no" 0 162.9 103 27.69 243.6 97 20.71 172.4 111 7.76 7 5 1.89 4 "no"
"1486" "MT" 64 "area_code_415" "no" "yes" 18 211.4 111 35.94 150.8 67 12.82 216.5 87 9.74 10.5 2 2.84 2 "no"
