Performance,Finishing,Passing,Defending,Tackling,Dribbling,Shooting,Stamina,Speed,Balance,Vision,Diving,Handling
72,66,69,11,17,74,73,72,81,40,77,13,13
68,10,30,11,13,13,37,51,51,42,22,70,70
70,71,69,13,21,64,74,70,82,68,53,8,8
66,11,12,12,10,12,24,59,41,47,32,71,71
70,13,22,12,11,13,23,56,63,36,10,77,77
68,57,70,64,72,64,72,64,58,66,64,12,12
66,9,22,13,10,12,37,31,49,40,17,72,72
78,77,75,16,21,76,80,87,79,67,63,14,14
81,13,38,14,13,17,22,51,62,53,26,83,83
64,41,61,64,63,35,70,39,25,42,50,13,13
69,66,66,22,18,75,70,64,72,84,65,5,5
70,52,65,71,71,61,77,75,67,57,51,14,14
69,21,51,71,69,24,42,68,44,44,49,7,7
65,72,59,38,36,56,66,66,73,75,51,9,9
70,12,30,10,17,11,35,56,34,56,33,72,72
68,43,65,55,58,64,72,95,84,82,62,7,7
73,17,11,12,10,14,12,45,59,41,31,77,77
62,12,31,12,13,11,24,49,34,42,25,67,67
67,23,57,70,64,31,45,54,68,70,49,14,14
57,26,40,58,64,69,45,53,55,65,63,5,5
79,57,75,76,83,77,74,83,89,68,64,12,12
77,45,60,77,77,30,74,79,64,42,31,8,8
67,36,45,72,70,32,46,52,54,54,44,8,8
82,85,73,20,27,83,81,85,84,81,78,15,15
72,62,80,69,74,61,78,70,64,70,77,6,6
68,49,73,70,72,77,69,74,81,73,69,12,12
78,12,25,18,11,15,33,50,39,26,32,76,76
78,12,31,14,15,11,35,54,52,64,35,79,79
66,8,28,13,11,9,22,32,43,39,16,64,64
66,43,56,67,64,48,69,55,51,25,38,11,11
74,64,78,49,59,74,66,58,75,75,74,10,10
74,47,72,76,76,52,74,65,68,52,58,14,14
64,8,11,11,14,9,21,23,43,33,31,63,63
69,71,63,21,27,63,70,75,74,42,70,15,15
70,29,57,69,65,50,60,65,64,51,32,10,10
65,33,67,62,67,64,65,72,72,70,52,6,6
80,75,84,35,57,78,80,80,75,80,81,5,5
62,31,46,60,59,47,44,72,41,52,39,7,7
68,38,45,71,62,35,64,27,54,58,46,10,10
58,42,56,54,54,51,46,60,54,49,47,9,9
60,56,59,33,32,54,62,63,76,51,43,6,6
70,70,72,49,54,68,73,87,75,63,71,5,5
65,26,61,64,64,23,40,71,63,65,38,6,6
64,55,64,60,60,60,69,77,70,63,60,12,12
80,50,64,80,79,59,81,80,65,49,61,14,14
82,60,84,71,79,77,77,75,73,73,82,8,8
71,45,72,68,76,65,68,77,75,61,66,13,13
62,57,51,57,67,52,57,89,73,54,54,15,15
63,56,68,60,62,64,62,85,60,82,55,6,6
65,64,68,54,46,57,67,84,64,58,73,11,11
61,31,60,55,59,66,58,78,83,70,34,10,10
70,25,55,68,67,46,40,67,55,60,38,6,6
71,75,64,31,30,66,73,77,75,67,68,15,15
65,57,61,17,13,69,64,69,81,80,58,11,11
74,31,38,75,77,35,57,69,55,41,52,10,10
57,40,61,47,46,57,38,77,74,84,67,10,10
65,54,59,32,31,70,62,59,72,76,63,6,6
76,68,81,62,74,72,72,87,69,72,78,11,11
61,57,62,44,46,63,58,69,67,78,61,11,11
66,37,52,64,71,33,35,49,34,60,53,7,7
60,54,61,51,53,61,58,71,63,70,57,5,5
62,11,23,11,12,11,32,51,32,44,17,64,64
67,11,21,11,11,13,22,45,52,30,33,61,61
61,32,41,54,52,41,54,64,56,54,37,9,9
66,12,61,66,63,62,48,80,84,76,54,7,7
66,64,63,19,39,69,53,64,87,90,49,7,7
67,21,68,64,67,57,66,68,73,58,54,7,7
64,26,49,63,64,34,51,64,51,55,55,8,8
60,57,58,18,20,62,71,60,60,73,62,15,15
71,42,67,73,74,57,70,77,69,73,59,12,12
67,14,32,9,16,19,32,39,51,46,33,69,69
65,45,57,71,66,65,56,86,64,64,47,10,10
65,63,69,33,28,59,72,62,51,59,63,10,10
66,57,62,31,37,76,81,59,78,75,58,15,15
69,42,51,70,65,35,57,31,40,47,60,11,11
75,82,69,21,18,77,77,63,69,58,67,7,7
74,64,73,43,47,73,81,91,79,72,73,12,12
70,19,31,13,15,10,36,59,54,44,26,74,74
67,30,54,62,64,28,58,68,66,65,56,14,14
66,43,69,54,70,66,56,81,79,70,63,10,10
69,54,72,68,60,66,74,80,63,51,65,8,8
60,36,59,53,60,63,54,75,73,72,35,9,9
75,83,64,27,21,57,82,54,40,30,55,7,7
69,45,81,54,56,54,65,75,64,74,77,12,12
65,59,62,21,24,70,60,45,72,87,67,13,13
80,65,85,66,69,81,88,88,72,73,82,8,8
70,27,59,70,66,43,37,67,69,53,50,9,9
64,32,62,68,59,54,56,80,68,56,54,11,11
60,50,56,55,59,59,53,83,63,61,56,15,15
64,71,57,26,14,69,75,62,72,84,53,7,7
56,16,22,12,9,10,20,50,56,49,36,54,54
74,75,64,38,39,75,79,91,73,68,66,7,7
77,47,64,77,73,21,58,61,50,42,43,12,12
84,81,85,20,21,85,77,54,73,62,84,8,8
73,70,77,62,55,78,77,62,66,76,77,13,13
66,44,65,69,65,64,74,66,77,75,62,15,15
71,69,75,31,24,73,72,76,65,63,70,11,11
66,62,65,32,43,69,59,75,62,63,66,12,12
77,78,73,41,38,77,81,89,76,82,70,5,5
74,48,63,75,71,42,61,63,53,40,45,6,6
70,24,60,72,68,46,58,58,65,66,58,14,14
75,66,77,67,66,74,74,79,76,66,78,15,15
71,28,72,73,72,37,64,60,46,48,53,8,8
70,25,61,67,66,34,27,59,46,34,58,12,12
76,13,16,11,12,12,23,56,58,53,36,80,80
67,27,63,62,58,56,54,85,73,62,53,5,5
67,11,36,11,11,14,22,52,57,47,35,65,65
74,53,58,77,74,44,51,64,52,42,33,11,11
64,32,60,62,69,66,48,63,68,66,58,10,10
65,14,68,67,65,63,43,72,68,64,59,14,14
71,62,72,42,38,65,73,91,70,75,70,8,8
64,40,71,59,55,48,71,65,50,52,66,13,13
63,52,49,42,34,80,58,47,69,71,52,14,14
62,32,59,58,52,37,65,54,53,58,57,7,7
72,49,73,68,79,59,78,81,64,48,67,12,12
74,32,70,75,73,43,58,59,54,60,52,11,11
73,46,76,53,71,69,84,68,51,55,68,10,10
63,34,58,61,60,57,72,73,63,60,58,6,6
73,60,77,59,66,72,73,69,68,65,77,8,8
76,42,79,62,74,74,82,76,69,70,76,13,13
80,70,83,35,25,87,76,47,66,82,84,6,6
62,38,51,64,67,57,52,72,66,73,45,11,11
79,67,80,26,31,77,78,73,77,86,85,12,12
69,35,72,68,66,43,57,61,57,49,60,10,10
61,46,61,27,26,78,71,86,69,75,67,15,15
65,67,53,16,17,57,69,70,74,41,52,8,8
67,49,67,62,71,61,58,78,65,68,50,5,5
81,54,74,83,82,57,65,67,61,49,56,5,5
63,42,74,24,23,63,64,84,77,70,72,10,10
68,56,70,62,62,53,62,73,51,60,71,15,15
80,64,85,80,77,64,76,91,68,59,78,9,9
62,63,55,30,22,60,57,72,80,65,60,11,11
75,66,74,77,76,77,87,75,85,78,76,5,5
62,11,27,18,14,18,21,52,49,55,31,66,66
73,81,66,27,14,68,76,59,68,58,71,8,8
71,12,11,14,13,10,11,58,32,55,31,77,77
76,78,71,29,30,77,78,76,69,49,68,14,14
75,74,76,33,46,81,67,48,68,78,69,8,8
61,63,66,54,32,63,73,75,61,44,52,11,11
65,21,59,64,60,44,52,92,66,71,53,6,6
71,64,71,71,72,76,76,66,68,70,58,14,14
73,70,66,24,40,75,85,60,59,50,72,13,13
73,68,78,39,55,74,75,63,67,73,76,10,10
73,25,54,76,74,45,60,65,55,59,52,8,8
72,38,55,76,74,42,50,68,54,66,55,11,11
62,41,66,57,60,56,67,64,55,84,64,5,5
70,48,68,66,72,60,72,65,72,69,54,5,5
68,45,55,66,62,50,60,52,34,33,55,6,6
66,58,66,42,48,66,76,68,64,55,66,9,9
74,43,75,67,75,64,75,86,61,57,72,15,15
66,24,62,64,67,46,61,84,76,55,47,15,15
70,74,65,16,24,64,73,66,71,63,66,6,6
69,74,61,19,22,58,78,58,69,59,47,14,14
73,37,66,73,76,52,53,65,54,56,43,7,7
84,39,60,88,86,52,84,78,82,62,50,7,7
66,42,75,46,56,58,64,68,64,71,62,10,10
67,72,58,28,32,50,74,54,55,46,60,15,15
67,11,35,11,16,10,39,54,32,55,21,71,71
65,39,62,66,67,56,76,79,65,73,40,12,12
66,44,52,65,63,64,56,87,75,73,60,14,14
76,80,68,11,21,63,88,62,58,32,57,13,13
67,39,74,59,62,57,74,60,67,76,56,10,10
61,36,54,63,62,67,66,65,77,76,54,7,7
76,80,76,16,23,70,80,31,50,34,78,8,8
65,53,68,68,65,62,64,57,63,67,66,6,6
73,10,32,13,9,17,35,52,49,56,32,72,72
71,49,70,65,68,65,73,90,71,64,70,10,10
68,54,69,64,67,60,73,43,54,65,75,5,5
62,47,31,62,64,16,20,72,58,32,46,15,15
77,44,60,77,77,40,68,58,66,62,48,8,8
73,71,64,71,75,44,75,59,64,41,55,8,8
74,57,73,76,74,69,69,75,82,77,72,15,15
76,10,32,14,11,11,22,44,54,55,33,75,75
74,46,70,78,71,64,86,86,69,82,68,15,15
85,79,82,15,20,89,85,78,85,85,83,5,5
70,40,70,56,57,70,78,84,68,73,72,8,8
75,83,66,22,31,61,83,32,34,45,67,14,14
66,54,52,66,65,56,66,86,68,58,58,7,7
64,65,62,10,12,59,69,34,53,50,55,10,10
66,56,64,47,45,65,55,77,70,83,60,7,7
82,10,35,12,13,18,39,53,64,53,35,83,83
73,37,73,63,77,54,76,77,66,79,74,10,10
59,8,22,8,9,7,24,45,51,40,34,64,64
63,18,35,14,16,10,38,48,40,40,32,66,66
73,60,76,59,60,72,75,83,69,69,71,6,6
71,60,76,70,63,69,74,62,74,75,76,12,12
63,32,39,67,65,62,61,56,42,66,49,15,15
57,34,64,53,34,52,62,80,60,69,44,8,8
66,58,70,35,30,65,72,69,52,80,75,7,7
70,40,54,67,66,51,63,75,63,30,55,15,15
73,12,28,14,13,13,27,50,52,53,40,74,74
67,67,64,36,37,68,63,30,71,64,70,9,9
71,61,71,16,21,73,70,75,78,70,66,14,14
68,65,68,26,41,69,72,59,69,67,67,8,8
65,65,58,22,29,58,66,34,52,45,47,13,13
68,63,68,23,26,75,66,52,81,69,61,12,12
70,72,67,23,19,67,70,43,73,65,67,14,14
75,45,73,75,78,68,74,82,79,73,69,14,14
61,16,35,6,12,18,17,52,53,67,31,62,62
55,11,28,13,7,14,37,29,37,36,38,62,62
62,14,38,13,12,13,52,53,57,58,32,62,62
62,51,62,41,55,61,59,66,67,61,49,11,11
60,47,66,58,49,58,63,67,70,59,56,14,14
75,15,52,80,72,21,56,50,33,34,57,10,10
52,21,49,55,50,38,20,50,50,60,46,8,8
72,75,60,21,21,73,70,75,77,62,70,13,13
63,58,68,58,54,58,62,84,52,87,60,13,13
65,29,53,63,61,42,47,76,52,39,43,6,6
55,9,24,7,8,8,21,32,57,53,31,54,54
77,58,75,73,76,70,85,80,78,68,70,13,13
59,51,67,48,65,50,55,76,60,70,56,11,11
67,68,60,21,24,64,67,68,65,49,69,10,10
70,31,70,72,73,53,63,73,62,63,61,13,13
54,35,51,52,52,41,60,72,60,74,42,11,11
60,61,52,35,19,51,64,72,51,63,41,12,12
62,50,69,62,62,47,65,73,64,69,55,15,15
63,61,68,59,55,52,67,86,56,70,66,4,4
56,34,52,58,59,55,53,64,62,67,38,6,6
71,27,65,70,70,48,62,76,67,68,60,7,7
64,64,62,23,30,65,60,76,85,72,62,10,10
60,29,66,44,47,56,49,74,62,60,74,11,11
60,62,69,51,49,60,61,60,68,69,63,11,11
59,32,42,58,56,48,36,77,76,82,56,6,6
70,61,69,67,60,67,70,83,71,67,82,9,9
58,61,62,52,54,57,67,65,60,69,49,8,8
63,29,42,66,63,43,47,34,47,53,58,8,8
69,62,75,49,38,68,65,66,65,77,70,5,5
60,56,61,18,11,60,63,66,65,65,50,14,14
67,33,67,60,65,66,65,76,69,61,69,11,11
62,61,66,46,49,66,67,63,72,78,60,14,14
64,11,35,11,12,16,36,46,44,56,33,66,66
71,36,52,71,69,32,51,67,55,42,56,7,7
57,63,46,24,22,44,63,72,56,70,57,10,10
62,69,50,17,17,58,66,62,63,60,58,10,10
59,18,64,61,51,58,38,62,52,60,34,8,8
67,51,72,63,72,62,76,72,60,42,57,11,11
65,16,30,16,11,15,32,54,61,68,33,69,69
61,48,62,35,19,64,60,59,60,62,56,14,14
63,57,64,56,69,64,62,86,66,70,58,7,7
53,44,52,28,18,61,54,62,83,61,49,14,14
67,66,67,65,60,71,68,71,79,70,71,14,14
60,42,57,57,55,52,62,79,71,70,60,12,12
65,11,35,9,12,10,22,52,48,44,35,68,68
68,62,59,68,64,40,75,51,33,55,50,11,11
67,31,46,67,69,43,58,72,45,58,53,6,6
60,61,48,15,23,67,73,54,75,59,57,9,9
72,37,67,68,73,71,54,86,79,62,56,11,11
60,53,67,23,51,67,58,67,66,44,57,15,15
66,67,53,12,20,62,71,54,50,82,62,11,11
60,51,67,58,45,61,58,73,71,61,59,7,7
62,51,58,63,64,60,61,62,51,73,54,7,7
62,51,68,37,24,68,43,76,50,73,62,13,13
66,59,68,66,56,58,42,53,60,49,57,9,9
63,11,13,11,19,16,26,36,42,32,36,64,64
68,63,64,14,24,74,67,78,75,81,64,10,10
63,47,68,64,63,64,66,61,68,59,67,13,13
74,77,61,34,35,68,78,75,80,65,57,13,13
68,66,67,14,34,71,63,71,75,87,61,14,14
67,69,53,14,14,61,71,82,63,43,59,14,14
68,56,73,52,56,68,74,80,73,75,69,5,5
60,17,59,60,58,52,28,61,53,33,42,6,6
83,17,36,19,14,11,50,51,50,61,29,86,86
73,49,70,74,76,64,70,69,72,64,49,14,14
61,26,38,60,55,47,40,62,50,51,40,10,10
74,45,71,74,73,42,58,79,63,57,57,10,10
72,67,73,32,37,68,76,75,80,73,67,11,11
69,48,74,72,68,62,76,58,52,70,60,9,9
85,45,82,84,85,70,76,70,77,42,63,10,10
73,53,74,21,38,79,62,71,80,72,68,11,11
67,14,36,12,16,14,50,32,63,57,31,70,70
64,67,63,39,55,68,58,64,41,67,69,14,14
67,56,65,45,46,70,64,77,68,70,67,5,5
62,18,15,14,11,7,18,52,37,38,31,64,64
61,63,57,35,47,52,65,77,62,71,64,8,8
61,56,60,37,39,61,60,53,71,68,60,15,15
71,45,44,69,72,50,70,68,64,49,59,14,14
66,46,57,64,67,37,72,84,73,64,53,12,12
68,66,65,21,27,73,72,55,83,59,58,5,5
74,78,60,28,23,66,80,69,63,52,44,12,12
69,41,63,68,66,51,55,75,74,66,57,7,7
67,33,54,65,71,43,59,61,52,56,50,13,13
68,57,71,32,37,61,63,52,47,61,77,14,14
68,57,67,13,28,73,63,75,73,83,74,2,2
82,77,83,65,66,81,90,76,86,71,83,10,10
71,57,66,67,74,61,75,76,75,76,54,11,11
73,36,75,68,67,54,70,77,59,74,74,7,7
63,15,12,13,12,17,12,51,23,36,32,67,67
71,20,60,70,68,57,63,58,53,49,48,8,8
87,60,88,48,58,83,86,69,75,90,88,9,9
67,61,68,54,64,62,79,73,63,72,68,9,9
73,30,60,69,72,56,72,63,71,24,51,6,6
68,58,74,49,50,72,72,73,74,69,74,6,6
67,13,23,9,10,11,30,52,40,66,32,68,68
69,29,64,76,67,62,60,51,68,68,42,7,7
70,52,74,62,58,68,78,60,67,83,75,14,14
66,26,63,65,63,48,62,61,37,51,33,9,9
68,49,68,65,67,64,78,77,85,71,54,14,14
67,11,25,17,17,13,41,51,50,23,20,72,72
63,17,28,60,63,38,26,62,33,34,51,6,6
67,35,69,64,65,56,70,73,64,68,66,5,5
74,75,71,32,29,64,75,73,74,71,67,9,9
74,67,77,23,12,76,68,56,66,94,80,6,6
66,12,27,9,9,12,25,56,49,50,31,68,68
63,49,69,64,63,61,70,71,62,62,68,5,5
62,43,59,63,62,48,43,43,44,59,61,12,12
67,44,66,71,68,59,60,64,70,71,53,11,11
69,74,63,33,25,65,71,71,74,59,66,12,12
70,21,65,73,70,56,65,48,57,45,54,14,14
66,12,27,13,13,13,29,55,27,50,36,67,67
65,64,67,24,26,66,66,34,66,54,64,12,12
64,25,61,56,66,55,46,71,40,51,53,11,11
58,33,69,51,47,66,57,64,58,57,67,7,7
73,29,65,74,67,55,72,69,45,63,63,8,8
77,8,26,10,11,9,24,52,50,60,29,82,82
69,64,71,66,65,66,75,69,68,78,71,15,15
63,65,63,18,20,59,75,43,48,45,65,6,6
74,49,69,74,74,58,67,78,69,74,47,15,15
68,11,29,17,12,13,11,31,44,40,28,72,72
69,45,76,59,58,71,75,67,71,85,66,5,5
80,21,67,83,78,41,82,68,48,59,56,5,5
76,72,75,45,33,82,72,69,70,63,77,5,5
64,39,64,69,70,61,55,70,69,66,49,12,12
66,49,56,75,65,54,69,67,58,63,69,9,9
77,17,35,18,12,15,35,57,62,57,31,80,80
57,12,14,14,15,14,15,48,21,52,35,58,58
64,57,65,15,17,68,67,71,67,67,65,6,6
75,77,66,24,19,75,76,68,81,51,70,11,11
64,55,58,45,30,73,73,60,71,70,57,9,9
70,44,67,51,62,61,77,82,52,86,72,7,7
75,54,87,69,68,76,50,77,66,91,83,9,9
63,61,62,39,28,66,67,44,64,84,67,7,7
64,35,59,60,65,55,35,77,76,70,56,14,14
67,11,21,11,12,10,29,54,32,52,31,65,65
70,41,55,73,71,54,56,73,78,69,53,11,11
64,32,62,63,61,19,56,71,55,60,47,11,11
59,61,53,38,29,53,50,84,72,58,37,9,9
59,16,47,74,66,53,21,48,41,58,49,7,7
66,30,50,66,61,34,37,72,52,58,53,5,5
74,67,70,23,32,76,68,75,79,82,73,14,14
69,61,66,27,16,82,67,52,70,72,68,11,11
59,61,43,21,19,53,56,66,61,76,56,7,7
64,65,69,12,41,72,67,60,71,86,62,6,6
66,8,25,10,12,11,34,43,53,43,31,63,63
63,15,12,12,15,13,35,50,45,47,31,60,60
73,39,69,75,77,60,77,68,64,56,40,10,10
62,65,54,18,14,56,71,56,57,56,59,10,10
72,62,68,40,52,69,72,78,82,92,68,14,14
70,18,20,12,12,13,23,51,47,64,35,74,74
61,10,65,60,62,54,56,67,54,62,56,14,14
72,58,71,30,42,73,67,64,73,67,69,6,6
73,32,74,72,73,52,64,48,54,59,62,10,10
72,72,67,35,42,67,79,78,68,63,58,13,13
64,25,61,63,65,50,53,74,73,70,45,10,10
68,42,64,68,67,58,59,81,68,72,50,9,9
70,49,74,70,75,55,64,74,60,66,42,11,11
64,22,55,65,54,57,26,63,54,45,54,8,8
89,37,68,91,86,48,60,66,62,47,56,12,12
65,59,68,17,31,76,69,32,46,66,58,9,9
63,40,66,56,54,59,79,71,68,58,59,6,6
70,37,60,70,70,55,67,87,67,60,57,10,10
68,62,70,53,50,61,75,75,57,59,70,13,13
63,67,54,16,21,64,65,64,69,66,55,10,10
70,24,45,72,66,59,47,76,72,47,57,9,9
62,11,20,27,35,18,29,42,48,42,45,56,56
71,64,73,34,35,71,72,67,54,64,73,13,13
62,58,52,25,43,64,66,67,69,66,69,10,10
70,72,60,26,11,64,78,48,32,41,64,7,7
63,26,55,64,63,40,47,31,52,62,56,10,10
66,61,70,52,54,63,72,70,69,63,64,6,6
57,50,60,54,52,56,59,68,55,62,60,7,7
70,53,72,73,72,62,70,71,68,68,49,10,10
60,66,47,16,12,57,65,62,76,73,52,11,11
69,69,64,28,29,73,70,77,82,70,63,15,15
64,20,62,65,73,38,57,67,55,56,54,7,7
71,69,72,52,45,68,74,68,78,74,70,8,8
70,53,75,48,51,71,75,72,60,55,74,12,12
76,52,61,77,83,43,57,70,54,34,55,9,9
66,15,25,10,14,19,18,58,55,58,31,70,70
73,54,75,74,73,70,72,81,74,74,58,13,13
73,58,61,72,69,33,60,67,48,38,53,10,10
65,33,66,65,68,63,69,46,70,69,46,14,14
78,14,70,81,83,51,45,63,71,54,56,14,14
72,44,75,78,71,69,74,63,59,73,62,12,12
70,59,69,16,22,79,67,67,71,76,72,14,14
68,12,35,17,12,10,39,58,61,52,27,71,71
63,53,52,64,67,66,58,64,73,70,56,7,7
66,27,69,52,71,51,67,78,75,69,55,10,10
64,52,64,35,36,55,70,74,64,55,69,7,7
62,63,63,47,39,62,58,70,70,75,68,12,12
59,39,49,58,59,27,59,80,55,71,53,15,15
62,61,65,46,48,57,64,78,54,73,68,14,14
58,63,67,42,52,56,61,34,52,50,62,10,10
57,38,61,63,48,50,37,78,61,68,56,15,15
71,51,73,72,70,66,66,70,71,69,67,7,7
73,75,75,55,50,76,77,78,72,60,71,7,7
55,11,35,11,13,11,35,45,38,42,38,63,63
72,72,71,29,34,73,68,68,71,76,73,8,8
60,45,64,42,48,62,55,65,70,70,58,15,15
74,50,62,78,74,44,73,55,50,62,38,14,14
55,39,47,60,56,41,40,67,51,49,52,9,9
67,61,65,54,59,66,62,70,64,78,71,13,13
68,63,72,28,37,64,81,64,60,57,42,15,15
61,22,55,60,57,43,50,68,68,58,48,7,7
64,53,62,22,21,66,82,64,72,74,62,5,5
67,55,75,48,54,52,75,84,54,59,73,12,12
65,43,63,66,65,64,60,73,51,68,56,8,8
64,11,38,8,12,12,53,53,58,62,12,68,68
66,61,65,56,64,62,72,68,61,63,65,8,8
75,71,84,12,10,73,77,53,54,65,76,15,15
67,12,10,11,10,18,12,55,56,31,23,72,72
71,68,70,34,50,86,76,48,66,82,65,7,7
73,50,74,70,64,69,60,79,65,83,77,14,14
67,31,50,62,69,49,35,71,35,40,49,14,14
83,87,80,25,24,79,83,84,81,78,83,8,8
84,90,78,24,31,85,75,69,79,71,75,12,12
69,12,35,32,20,18,35,47,35,16,43,76,76
81,77,87,57,53,76,78,64,73,65,87,8,8
71,46,73,70,73,64,38,78,75,77,59,15,15
86,51,77,83,89,58,76,87,68,81,76,6,6
73,34,60,76,72,50,51,70,70,46,67,6,6
81,73,81,42,59,88,78,73,80,89,81,14,14
76,31,63,75,83,39,67,66,56,62,54,13,13
73,13,22,12,10,16,20,51,33,55,34,77,77
79,41,77,78,82,70,66,79,67,72,65,10,10
70,42,61,72,67,56,75,60,71,53,51,15,15
78,62,77,70,60,82,79,86,79,66,74,5,5
71,35,70,70,68,63,71,83,70,69,75,15,15
80,83,72,25,39,73,83,75,75,72,71,14,14
67,21,63,68,67,39,39,74,38,57,62,11,11
68,10,37,12,10,14,34,58,57,65,32,73,73
73,64,62,40,35,80,67,71,75,75,66,9,9
69,54,60,67,67,54,66,56,52,29,56,9,9
86,87,83,49,34,83,86,90,82,86,82,7,7
72,81,54,16,17,67,83,62,65,49,55,7,7
66,38,63,67,65,67,75,79,84,86,43,7,7
69,71,68,13,22,71,74,67,66,73,66,10,10
71,53,70,68,72,54,64,86,62,69,68,14,14
79,68,76,43,50,86,80,78,82,96,71,7,7
68,60,77,46,40,64,51,64,70,68,55,9,9
66,65,65,11,7,72,66,64,64,70,67,7,7
76,47,55,75,76,56,70,70,53,56,60,15,15
73,75,62,22,21,66,74,68,63,78,57,7,7
76,65,80,50,65,76,72,68,69,71,76,10,10
77,74,79,22,23,78,73,85,74,75,80,6,6
63,43,55,66,61,50,58,53,50,32,52,6,6
72,59,74,45,39,73,73,58,73,74,73,6,6
72,56,70,22,38,78,70,69,93,88,54,5,5
69,55,61,70,71,37,65,71,41,54,60,7,7
71,74,70,58,40,72,68,65,70,73,71,12,12
69,53,77,62,52,71,54,73,67,62,66,13,13
74,40,63,76,76,62,73,71,55,49,52,12,12
67,27,68,66,64,43,57,77,50,65,46,11,11
75,73,70,46,49,82,72,76,76,86,68,14,14
72,48,66,76,73,68,66,76,66,61,62,15,15
75,36,55,81,76,48,59,66,73,62,50,8,8
77,66,83,33,38,73,62,74,76,84,82,9,9
66,36,46,72,65,52,56,61,62,67,62,7,7
72,67,76,57,46,76,75,77,78,78,52,9,9
77,13,26,12,11,11,36,51,51,30,14,80,80
71,53,76,69,61,70,72,72,70,53,66,12,12
73,76,74,35,37,79,74,62,75,67,64,14,14
74,11,11,13,16,13,22,48,51,50,33,74,74
73,42,70,72,72,63,66,81,79,71,53,8,8
75,43,73,75,78,79,62,88,91,75,62,7,7
72,11,24,10,14,11,21,41,31,56,31,67,67
84,76,85,21,63,89,68,71,72,85,86,11,11
74,70,80,60,55,65,83,75,34,62,79,5,5
65,60,69,21,22,69,60,54,76,65,64,14,14
69,53,64,76,63,66,57,84,62,64,53,7,7
69,33,69,69,69,66,72,72,69,60,52,9,9
71,71,74,40,44,69,73,75,70,78,69,7,7
69,35,70,65,70,64,65,80,75,78,58,12,12
65,26,63,63,65,67,68,80,74,71,53,5,5
65,8,36,12,18,13,37,52,53,43,32,67,67
63,31,66,65,53,54,66,62,33,37,35,7,7
72,75,63,17,21,72,76,54,72,82,57,8,8
55,13,37,8,18,12,39,55,57,46,23,56,56
57,56,63,52,54,52,62,52,69,60,46,9,9
58,49,45,62,58,60,45,68,62,73,46,7,7
64,42,65,64,50,53,65,70,46,47,52,7,7
67,63,55,19,20,65,64,55,86,87,68,15,15
53,32,57,47,41,51,61,71,64,63,43,12,12
75,79,62,28,26,73,75,71,74,60,71,14,14
68,37,65,73,55,50,64,61,42,15,45,15,15
74,36,56,82,71,44,56,85,71,59,21,7,7
60,59,63,18,19,68,58,50,73,84,50,9,9
70,67,67,16,20,77,71,76,87,68,45,8,8
59,32,39,45,65,31,37,57,65,46,52,13,13
72,53,76,69,67,70,74,76,79,69,60,8,8
68,62,65,55,31,66,75,70,73,64,71,14,14
63,44,65,43,27,60,73,66,50,69,74,10,10
66,58,64,65,62,62,67,70,68,60,59,5,5
66,10,22,18,10,11,28,51,35,33,31,66,66
74,52,80,67,71,70,73,76,71,58,74,13,13
58,42,66,43,54,61,66,49,63,70,55,10,10
54,34,58,54,42,44,60,52,66,70,35,12,12
56,12,33,13,12,11,33,52,55,60,22,56,56
66,56,65,39,29,66,74,57,65,72,64,14,14
64,52,46,64,63,43,43,61,53,35,43,13,13
59,34,42,57,46,17,29,52,34,44,42,14,14
61,37,54,64,63,48,52,75,72,75,55,9,9
63,57,59,18,12,74,40,79,66,52,71,15,15
61,45,54,43,56,62,67,70,77,69,48,10,10
60,19,54,59,62,44,69,69,59,42,42,11,11
63,57,55,23,17,65,53,57,70,76,63,14,14
70,46,65,72,67,62,51,79,75,61,64,6,6
70,33,64,70,67,47,55,62,65,57,46,15,15
67,51,61,38,35,76,63,69,75,74,70,9,9
68,31,68,67,60,65,74,81,65,71,59,9,9
67,12,38,9,16,9,39,57,57,45,37,65,65
63,37,50,62,61,43,24,76,69,69,50,11,11
64,32,74,57,64,58,49,66,65,51,66,13,13
67,55,77,44,46,54,73,57,55,58,72,14,14
61,57,65,41,35,55,71,29,63,52,60,11,11
70,31,60,69,72,54,51,63,64,60,63,8,8
69,44,64,57,66,45,75,89,55,58,68,5,5
67,68,67,46,29,72,57,63,71,72,61,14,14
65,39,61,71,52,42,56,49,32,38,61,9,9
72,14,23,13,13,10,23,49,54,52,30,68,68
74,65,64,27,31,81,83,70,79,76,69,8,8
63,59,52,30,27,66,68,72,82,82,54,7,7
62,7,26,14,11,10,41,45,52,51,33,58,58
59,40,40,33,36,61,69,65,75,71,63,15,15
61,42,62,51,47,43,81,58,63,61,58,9,9
61,13,22,11,13,13,22,32,39,63,31,57,57
68,57,64,27,20,68,57,54,70,82,75,9,9
63,35,57,66,68,46,44,65,69,70,53,13,13
64,18,31,13,12,19,42,38,48,53,33,65,65
65,56,60,61,59,38,69,64,55,63,59,9,9
64,49,73,47,48,57,73,66,59,72,65,7,7
66,47,71,57,58,53,73,79,61,71,70,9,9
74,42,62,76,75,42,51,65,54,56,58,11,11
68,31,59,70,61,41,59,76,55,54,58,12,12
69,63,68,18,19,75,75,35,64,72,69,9,9
64,52,75,48,48,57,55,48,49,58,72,10,10
64,34,56,62,59,35,41,70,46,53,52,7,7
