고객ID,이탈여부,총 매출액,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매 카테고리 수,거주지역,성별,고객 나이대,거래기간,할인민감여부,멤버쉽 프로그램 가입전 만족도,멤버쉽 프로그램 가입후 만족도,Recency,Frequency,Monetary,상품 만족도,매장 만족도,서비스 만족도,상품 품질,상품 다양성,가격 적절성,상품 진열 위치,상품 설명 표시,매장 청결성,공간 편의성,시야 확보성,음향 적절성,안내 표지판 설명,친절성,신속성,책임성,정확성,전문성,D1,D2,D3
768,0,8029590,28,286771,7,210945,1,4,0,5,5,1,4,1082,1,5,6,7,4,6,4,5,5,6,5,6,6,7,6,5,6,6,7,4,5,5,5,5,0,0,1
769,0,2775110,18,154173,15,346500,2,4,1,4,4,1,8,1063,0,4,5,7,3,2,2,4,5,5,5,6,5,6,5,5,4,5,4,4,5,6,5,5,0,0,1
770,0,9213120,35,263232,22,350300,1,2,0,6,6,1,6,1071,0,5,5,7,5,6,6,5,7,6,6,5,6,.,5,6,6,6,5,4,6,5,6,6,1,0,0
771,0,2568600,9,285400,13,324295,2,4,0,4,4,1,3,1085,0,4,5,7,2,2,3,3,3,7,7,7,7,.,6,7,7,7,7,5,7,7,6,7,0,0,1
772,0,4157180,11,377925,23,380645,1,4,1,6,6,1,3,1046,0,5,5,7,3,4,6,5,5,5,6,4,5,6,4,6,5,5,6,6,5,5,4,5,0,0,1
773,1,5744800,7,820686,20,348295,2,3,1,3,3,1,3,631,0,2,4,2,2,5,2,2,4,7,6,6,6,6,5,6,5,6,5,4,5,5,6,5,0,1,0
774,0,3281350,8,410169,24,358750,2,1,1,2,2,1,4,1001,1,5,5,7,2,3,3,5,3,6,5,5,5,5,5,4,6,5,5,5,6,5,5,5,0,0,0
775,0,7558380,13,581414,7,211445,2,3,1,4,4,1,4,1056,0,5,6,7,3,5,6,5,5,7,6,7,7,7,6,7,6,5,6,6,2,6,6,4,0,1,0
776,0,4512060,21,214860,1,6900,1,4,0,5,5,0,4,875,0,3,5,5,4,4,5,4,5,5,6,6,6,.,6,5,5,6,7,6,6,5,6,6,0,0,1
777,0,17548820,21,835658,3,43250,1,3,1,7,7,1,6,1051,0,2,4,7,4,7,4,3,6,6,6,7,6,6,6,6,5,6,6,6,6,6,5,6,0,1,0
778,0,4154040,23,180610,6,185350,1,4,1,5,5,1,6,1070,0,6,7,7,4,4,7,6,6,6,6,7,7,6,7,7,7,6,7,5,5,4,5,5,0,0,1
779,0,2446350,2,1223175,26,365650,2,3,1,2,2,1,7,896,0,4,7,6,1,1,3,4,2,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,0,1,0
780,0,3379390,12,281616,22,349550,1,4,1,5,5,1,6,1052,0,2,5,7,3,3,2,6,5,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,0,0,1
781,0,3981280,12,331773,17,364645,2,4,1,4,4,1,6,1036,0,5,5,7,3,3,4,5,6,7,6,6,6,7,6,7,6,7,6,6,7,6,6,7,0,0,1
782,0,2453520,26,94366,6,185350,1,4,0,6,6,1,7,1075,0,5,6,7,4,1,4,6,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,0,0,1
783,0,5419370,52,104219,16,365400,1,2,1,5,5,1,8,1092,0,4,6,7,5,4,5,5,6,5,4,5,6,5,6,6,5,6,6,6,6,5,6,6,1,0,0
784,0,7569510,17,445265,21,348445,1,4,0,6,6,1,3,1048,0,5,7,7,3,5,7,5,7,5,7,6,.,.,7,6,5,5,7,6,6,5,5,5,0,0,1
785,0,2379620,22,108165,23,380895,1,4,1,5,5,1,1,1032,0,6,7,7,4,1,5,6,6,5,6,6,7,6,5,5,6,6,5,5,5,6,5,5,0,0,1
786,0,2665210,20,133261,20,366935,1,4,1,6,6,0,7,1060,0,4,4,7,4,2,5,5,6,6,5,5,6,7,6,7,7,6,6,6,6,5,6,6,0,0,1
787,0,3737600,6,622933,15,324850,2,3,1,2,2,1,4,969,0,5,6,7,2,3,4,3,3,6,6,5,6,6,6,5,6,5,6,5,6,5,6,6,0,1,0
788,0,8692900,24,362204,20,348645,1,4,0,5,5,1,7,1076,0,4,7,7,4,6,5,4,5,6,5,5,6,5,5,6,5,6,5,4,5,6,5,5,0,0,1
789,0,6327800,22,287627,8,260700,2,4,1,4,4,1,6,1012,0,5,3,7,4,5,6,5,7,6,6,6,.,6,6,7,7,5,6,7,6,5,5,5,0,0,1
790,0,4233820,6,705637,21,348195,2,3,1,4,4,1,7,1082,1,4,5,7,2,4,4,3,5,6,6,5,6,5,6,6,5,6,5,4,4,6,5,5,0,1,0
791,0,2853090,5,570618,27,356950,1,3,0,5,5,0,6,1002,0,6,6,7,1,2,7,6,5,6,6,6,6,5,6,6,6,6,7,5,6,6,7,6,0,1,0
792,0,2726600,24,113608,24,359250,1,4,1,5,5,1,6,1056,0,3,6,7,4,2,3,4,6,6,7,7,6,6,6,6,6,7,7,6,6,7,7,7,0,0,1
793,0,3753830,23,163210,1,5445,1,2,0,6,6,1,4,1091,0,5,7,7,4,3,4,5,6,6,5,6,6,6,6,6,7,6,5,6,7,6,6,6,1,0,0
794,0,18872350,71,265808,6,185850,1,2,0,7,7,1,4,1091,0,6,7,7,6,7,6,6,6,6,6,7,6,6,6,7,7,7,7,7,6,6,6,7,1,0,0
795,0,4672250,12,389354,8,261645,1,4,1,5,5,1,5,1018,0,5,7,7,3,4,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1
796,0,4800040,18,266669,3,43500,1,4,1,5,5,1,3,1071,0,5,6,7,3,4,6,5,6,6,6,5,6,6,6,7,6,6,6,6,6,7,6,6,0,0,1
797,0,8148770,20,407439,17,363950,1,4,1,7,7,1,6,1082,0,5,6,7,4,6,6,5,7,6,5,5,5,6,6,5,6,5,6,5,6,6,6,6,0,0,1
798,0,6836740,22,310761,15,326045,1,4,0,5,5,1,9,1072,0,6,6,7,4,5,7,6,6,6,6,5,6,6,6,7,6,6,6,6,6,7,6,6,0,0,1
799,1,5744930,20,287247,22,350995,1,4,0,5,5,0,4,617,0,3,6,1,4,5,3,3,4,7,6,6,5,5,5,6,7,6,5,5,7,6,6,6,0,0,1
800,0,4421160,20,221058,22,351245,1,4,0,5,5,1,4,985,0,4,5,6,4,4,5,4,6,7,7,7,6,7,6,6,5,6,5,5,3,6,6,6,0,0,1
801,0,4506800,11,409709,1,7595,1,4,1,6,6,1,4,980,0,3,4,7,3,4,2,4,5,7,6,6,.,6,7,7,6,6,5,4,5,5,5,5,0,0,1
802,0,5162150,12,430179,11,296700,2,4,1,4,4,1,1,1093,0,4,4,7,3,4,5,4,5,6,5,6,6,5,7,6,6,7,6,5,5,6,6,6,0,0,1
803,0,3911350,7,558764,20,347850,2,3,0,1,1,0,5,1050,0,4,4,7,2,3,5,4,5,6,7,7,6,6,7,7,6,5,6,7,6,6,6,6,0,1,0
804,0,3778660,14,269904,28,377095,1,1,0,5,5,0,5,1007,0,4,4,7,3,3,5,5,6,6,7,6,7,6,7,6,7,6,6,4,5,6,6,6,0,0,0
805,0,10059380,33,304830,25,358245,1,2,1,6,6,1,7,1065,0,5,6,7,5,6,6,5,7,6,6,5,.,6,6,6,5,6,6,6,6,6,6,6,1,0,0
806,0,2340310,12,195026,20,347600,1,4,0,5,5,1,6,1075,0,5,6,7,3,1,4,5,6,6,6,6,6,.,6,7,6,7,6,7,6,6,7,6,0,0,1
807,0,2384950,10,238495,17,363450,1,4,0,6,6,1,5,1033,0,5,5,7,3,1,5,5,7,7,6,6,7,6,7,6,6,6,7,6,5,6,5,5,0,0,1
808,0,11730430,16,733152,6,206500,2,3,0,4,4,1,4,877,0,3,4,5,3,6,3,3,5,4,5,5,5,5,6,5,5,5,4,4,5,6,5,5,0,1,0
809,0,4453660,18,247426,30,381000,1,4,0,5,5,1,2,1069,0,4,5,7,3,4,3,4,6,5,5,6,6,.,5,4,6,5,5,5,6,6,5,6,0,0,1
810,0,3902170,30,130072,19,367445,1,2,0,5,5,0,5,1067,0,5,6,7,5,3,4,5,5,4,3,4,4,4,5,4,4,4,4,4,3,4,4,4,1,0,0
811,0,10427230,25,417089,25,377300,1,4,0,6,6,0,2,1081,0,7,5,7,4,6,7,7,7,6,5,6,6,5,7,6,6,6,6,6,5,6,5,5,0,0,1
812,0,4077570,22,185344,19,366750,1,4,0,5,5,1,5,1030,0,5,6,7,4,4,6,5,6,5,7,6,6,6,6,5,6,6,5,6,5,5,6,5,0,0,1
813,0,3463100,8,432888,14,335045,2,4,1,4,4,1,8,966,0,5,5,7,2,3,4,3,3,6,7,7,6,6,6,6,6,7,7,6,6,7,7,7,0,0,1
814,0,2677350,15,178490,19,367000,2,1,0,4,4,0,8,971,0,6,6,7,3,2,4,6,6,5,5,6,6,5,5,6,6,6,6,6,5,6,6,6,0,0,0
815,0,17737180,24,739049,4,58395,1,3,1,5,5,1,2,1026,0,4,5,7,4,7,3,6,6,6,6,5,6,6,5,6,6,5,6,7,7,6,6,6,0,1,0
816,1,3805240,18,211402,3,43195,1,4,0,5,5,0,7,573,0,5,5,1,3,3,3,5,7,6,7,6,7,.,6,6,6,6,6,7,7,6,6,7,0,0,1
817,0,5744630,43,133596,16,366345,1,2,0,6,6,1,6,1084,0,5,5,7,5,5,4,5,6,6,5,5,6,5,4,5,5,5,4,5,4,5,5,5,1,0,0
818,0,13094080,33,396790,5,150235,1,2,0,5,5,0,8,1076,0,2,3,7,5,7,4,4,5,6,7,6,6,6,6,5,5,5,5,6,6,5,5,6,1,0,0
819,0,5756280,46,125137,13,323350,1,2,0,5,5,1,7,1041,0,4,6,7,5,5,5,4,6,5,5,6,5,5,6,5,5,6,6,4,5,4,4,5,1,0,0
820,0,20510250,79,259623,28,375900,1,2,1,6,6,1,7,1089,1,5,5,7,6,7,6,7,6,6,7,6,6,5,6,6,7,5,6,5,6,6,6,6,1,0,0
821,0,12500130,34,367651,29,374745,1,2,1,6,6,1,9,1076,0,3,4,7,5,6,4,4,6,6,6,5,5,5,7,6,6,7,7,6,6,7,6,6,1,0,0
822,0,3031950,14,216568,1,7150,1,4,0,5,5,1,7,977,0,3,6,6,3,3,4,3,4,6,5,6,6,5,6,7,6,6,6,6,7,6,5,6,0,0,1
823,0,4183840,12,348653,29,375745,1,4,0,5,5,0,3,1037,0,2,4,7,3,4,2,4,4,6,6,7,7,7,6,6,6,6,7,5,6,6,6,6,0,0,1
824,0,3299010,24,137459,5,130400,1,4,0,5,5,1,5,1034,0,4,5,7,4,3,5,4,6,6,5,6,7,7,7,7,6,7,6,5,6,7,6,6,0,0,1
825,0,4950350,8,618794,11,296645,1,3,1,6,6,1,3,822,0,4,5,6,2,4,3,4,6,7,7,7,7,.,6,7,7,7,7,5,7,7,6,7,0,1,0
826,0,10754200,23,467574,23,379450,1,4,0,5,5,1,2,1077,0,5,6,7,4,6,4,5,5,4,3,4,4,4,5,4,4,4,4,4,3,4,4,4,0,0,1
827,1,16773800,36,465939,19,367195,1,4,1,6,6,1,3,669,0,6,6,2,5,7,5,6,6,5,6,6,7,6,5,5,6,6,5,5,5,6,5,5,0,0,1
828,0,8101960,18,450109,1,8095,1,4,0,6,6,0,4,778,0,3,6,5,3,6,3,4,5,5,6,5,4,5,4,5,6,5,4,5,4,5,5,5,0,0,1
829,0,2496300,13,192023,19,366500,1,4,1,5,5,1,3,1037,0,4,4,7,3,1,5,4,7,7,6,6,7,6,6,7,6,6,6,6,5,6,6,6,0,0,1
830,0,5464180,23,237573,27,357145,1,2,0,6,6,1,7,1095,0,4,5,7,4,4,5,4,6,6,5,6,5,5,6,5,5,5,4,3,2,3,3,3,1,0,0
831,0,2812000,9,312444,5,130900,2,4,0,4,4,1,6,1081,0,4,7,7,2,2,3,4,6,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,0,0,1
832,0,10220560,19,537924,6,187045,2,3,1,4,4,1,3,1059,0,5,7,7,3,6,6,5,5,7,6,6,7,.,5,6,6,7,6,4,4,6,6,6,0,1,0
833,0,4448610,5,889722,30,381945,2,3,1,4,4,1,4,951,1,6,6,6,1,4,5,3,5,7,6,6,7,6,6,6,5,6,5,6,5,6,5,5,0,1,0
834,0,2711680,13,208591,16,384735,2,4,0,3,3,1,5,1075,1,5,5,7,3,2,6,5,6,6,5,6,6,6,6,7,6,6,5,4,5,6,5,5,0,0,1
835,0,4190270,12,349189,15,326545,2,4,1,2,2,1,8,1024,0,7,6,7,3,4,5,3,3,6,5,6,5,6,5,5,6,6,5,6,5,6,6,5,0,0,1
836,0,3773200,25,150928,23,378650,1,4,1,6,6,1,5,1032,0,5,6,7,4,3,4,5,7,7,6,6,6,5,6,7,5,6,6,6,7,6,6,6,0,0,1
837,0,6581780,31,212315,22,349800,1,2,1,6,6,1,4,1045,0,3,6,7,5,5,3,4,5,5,5,4,4,5,5,5,6,5,5,4,5,4,4,4,1,0,0
838,0,3301020,17,194178,20,348645,1,4,0,5,5,1,1,1025,0,6,7,7,3,3,7,6,6,6,6,7,7,6,7,7,7,6,7,5,5,4,5,5,0,0,1
839,0,3259300,22,148150,3,43945,1,4,0,6,6,1,5,970,0,6,7,6,4,3,6,6,6,6,6,7,7,6,7,7,7,6,7,5,5,4,5,5,0,0,1
840,0,2349000,27,87000,20,348145,1,4,1,5,5,1,2,1072,0,5,7,7,4,1,6,5,5,4,5,6,5,5,5,4,5,5,5,5,5,4,5,5,0,0,1
841,1,4714460,17,277321,10,304895,1,4,1,6,6,1,6,729,0,4,6,2,3,4,3,6,6,4,3,4,4,4,5,4,4,4,4,4,3,4,4,4,0,0,1
842,0,2345760,11,213251,23,378900,2,4,1,3,3,1,8,1068,0,5,7,7,3,1,7,5,6,6,4,5,5,6,4,6,5,5,4,5,4,3,4,4,0,0,1
843,1,8546110,65,131479,12,303695,1,2,1,6,6,1,5,640,0,4,6,1,6,6,5,5,6,6,6,6,6,.,6,5,6,6,5,6,5,6,6,6,1,0,0
844,0,4819350,29,166184,18,341645,1,4,1,5,5,1,6,1052,0,5,6,7,4,4,6,5,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,0,0,1
845,0,4407280,7,629611,24,359250,1,3,0,5,5,1,2,1071,0,5,7,7,2,4,6,5,5,7,6,6,7,.,5,6,6,7,6,4,4,6,6,6,0,1,0
846,0,3675980,18,204221,20,348295,1,4,0,5,5,1,3,1052,0,7,7,7,3,3,5,7,7,5,5,6,7,6,6,6,5,5,5,7,6,5,5,6,0,0,1
847,0,4615100,18,256394,22,351745,1,4,1,6,6,1,6,949,0,4,4,6,3,4,5,4,4,6,6,5,5,6,6,5,5,5,5,6,7,7,7,6,0,0,1
848,0,3182480,10,318248,1,8345,2,4,1,4,4,1,2,883,0,4,6,6,3,3,3,3,5,6,6,6,6,.,6,5,6,6,5,6,5,6,6,6,0,0,1
849,0,3988970,15,265931,3,42750,1,4,0,7,7,1,4,1007,0,5,5,7,3,3,5,5,6,7,5,6,7,6,7,6,5,6,7,6,7,6,5,6,0,0,1
850,0,7970700,39,204377,17,363950,1,2,0,6,6,1,3,1087,0,4,6,7,5,5,4,4,5,6,7,6,6,6,6,7,6,6,6,4,5,7,6,6,1,0,0
851,0,39269150,28,1402470,1,7400,1,3,1,5,5,1,9,1075,0,4,4,7,4,7,5,5,4,5,6,6,6,6,5,6,6,7,6,7,5,5,6,6,0,1,0
852,0,5673050,22,257866,23,379450,1,4,1,7,7,1,3,1068,0,4,5,7,4,5,6,5,6,7,6,4,5,6,7,6,5,5,7,6,5,4,5,6,0,0,1
853,0,7213330,22,327879,12,303000,1,4,0,6,6,1,4,1062,0,5,6,7,4,5,4,5,5,6,6,5,6,6,6,5,6,5,6,5,6,5,6,6,0,0,1
854,0,3779800,12,314983,24,360695,1,4,1,5,5,1,3,1007,0,6,6,7,3,3,4,6,6,6,5,6,6,6,6,6,5,5,6,6,6,5,6,6,0,0,1
855,0,4437150,22,201689,22,369635,1,4,0,6,6,1,3,1078,0,4,6,7,4,4,5,4,5,6,7,6,7,6,7,6,7,6,6,4,5,6,6,6,0,0,1
856,0,4472690,22,203304,8,261450,2,4,0,4,4,0,4,919,0,5,6,7,4,4,6,5,6,7,7,7,6,7,6,6,5,6,5,5,3,6,6,6,0,0,1
857,0,4303940,18,239108,9,245850,1,4,1,6,6,1,8,1000,0,5,6,7,3,4,4,5,6,5,6,5,5,5,6,5,5,4,5,5,5,6,5,5,0,0,1
858,0,3685900,9,409544,4,58895,1,4,0,5,5,1,4,892,0,4,4,6,2,3,5,4,4,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,0,0,1
859,0,2597870,15,173191,9,246850,1,4,0,5,5,1,6,882,0,3,3,7,3,2,4,5,6,7,6,6,7,6,5,6,5,6,5,5,3,6,6,6,0,0,1
860,0,11023270,36,306202,24,359250,1,2,0,7,7,0,2,1077,0,7,4,7,5,6,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,6,6,5,1,0,0
861,0,2547210,20,127361,10,305145,1,4,1,5,5,1,7,1045,0,6,7,7,4,2,6,6,7,5,7,6,.,.,7,6,5,5,7,6,6,5,5,5,0,0,1
862,0,2271880,27,84144,8,261645,1,2,1,6,6,1,4,802,0,2,4,4,4,1,4,4,4,6,5,6,6,.,6,5,5,5,6,6,5,5,6,6,1,0,0
863,0,9318730,17,548161,20,348545,1,3,1,6,6,1,7,1055,0,6,6,7,3,6,7,6,6,6,5,6,5,6,7,6,5,7,6,5,6,6,5,6,0,1,0
864,0,5550930,20,277547,8,261700,1,4,1,6,6,1,3,1078,1,4,4,7,4,5,5,4,4,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,0,0,1
865,0,7900150,24,329173,13,323100,2,4,0,4,4,1,4,1080,0,6,6,7,4,5,7,6,6,6,5,6,5,6,7,6,5,7,6,5,6,6,5,6,0,0,1
866,0,4185390,17,246199,16,365900,2,4,1,4,4,1,3,1078,0,6,6,7,3,4,4,3,6,6,7,6,6,6,7,6,6,6,7,7,6,7,6,6,0,0,1
867,1,4086810,32,127713,4,58395,1,2,0,5,5,1,4,499,0,4,5,2,5,4,5,4,6,6,5,6,6,5,7,6,6,6,6,6,5,6,5,5,1,0,0
868,0,3573390,8,446674,30,381195,1,1,1,5,5,1,4,918,0,6,6,7,2,3,5,4,5,6,5,5,6,5,5,6,5,6,5,5,6,5,5,5,0,0,0
869,0,6962420,38,183222,19,366000,1,2,1,6,6,1,5,1050,0,6,7,7,5,5,6,6,7,5,7,6,.,.,7,6,5,5,7,6,6,5,5,5,1,0,0
870,0,2653690,38,69834,16,365150,1,2,0,5,5,1,3,1072,0,4,7,7,5,2,3,6,6,5,5,6,5,5,6,5,5,5,5,4,4,4,5,5,1,0,0
871,0,21914810,109,201053,30,380695,1,2,0,7,7,1,3,1095,0,6,6,7,7,7,7,6,7,6,7,6,6,6,7,6,6,6,7,7,6,7,6,6,1,0,0
872,0,5868450,18,326025,18,340700,1,4,1,5,5,1,5,995,0,5,7,6,3,5,3,5,5,5,4,5,4,5,5,6,5,6,5,4,4,5,4,4,0,0,1
873,0,3858320,25,154333,10,304645,1,2,1,6,6,1,3,1056,0,5,6,7,4,3,4,5,7,7,6,6,6,5,6,7,5,6,6,6,7,6,6,6,1,0,0
874,0,2272080,28,81146,27,356700,2,2,0,3,3,1,1,1059,0,4,6,7,4,1,5,4,5,6,6,6,7,.,5,6,6,7,6,4,4,6,6,6,1,0,0
875,0,2707860,23,117733,22,350495,2,4,0,4,4,1,3,1005,0,5,5,7,4,2,4,5,6,6,5,7,6,6,6,5,6,5,6,5,5,6,6,5,0,0,1
876,0,4525500,20,226275,28,376595,1,4,0,5,5,1,5,1036,0,4,4,7,4,4,3,5,6,4,5,6,5,4,4,6,5,5,6,5,4,5,5,5,0,0,1
877,0,12572350,76,165426,26,364650,1,2,0,6,6,0,5,1094,0,2,3,7,6,6,6,5,7,5,4,5,6,5,5,5,6,4,5,6,5,6,5,5,1,0,0
878,0,18621250,10,1862125,8,282100,2,3,1,4,4,1,4,973,0,6,6,7,3,7,4,5,2,6,5,5,5,6,5,6,5,5,5,5,5,5,5,5,0,1,0
879,0,14918200,43,346935,7,211445,1,2,0,5,5,1,9,1007,0,4,6,7,5,7,6,4,6,7,6,5,5,7,7,4,5,4,6,6,5,6,7,6,1,0,0
880,1,2928740,7,418391,1,8095,2,4,1,4,4,1,4,569,0,5,5,1,2,2,4,5,6,6,5,6,5,5,5,5,6,5,5,6,6,7,6,5,0,0,1
881,0,4543810,25,181752,3,43445,1,4,0,7,7,1,2,1088,0,3,7,7,4,4,2,5,6,6,5,6,5,5,5,5,6,5,5,6,6,7,6,5,0,0,1
882,0,2662600,5,532520,19,366045,2,3,0,3,3,1,5,870,0,4,7,5,1,2,5,4,2,7,7,6,6,6,7,7,7,6,7,4,5,6,6,6,0,1,0
883,0,24528570,46,533230,6,186045,1,3,0,6,6,1,7,1022,0,5,7,7,5,7,6,5,7,5,4,5,6,5,5,5,6,4,5,6,5,6,5,5,0,1,0
884,0,3036400,18,168689,4,57450,1,4,1,5,5,1,4,886,0,4,6,5,3,3,5,4,6,5,5,6,5,5,6,5,5,6,6,4,5,4,4,5,0,0,1
885,0,2407220,10,240722,4,59145,1,4,0,6,6,1,2,1045,0,2,4,7,3,1,2,5,4,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,0,0,1
886,0,12802210,22,581919,20,348295,1,3,0,5,5,1,1,1002,0,5,5,7,4,6,6,5,5,6,6,5,.,6,6,6,5,6,6,6,6,6,6,6,0,1,0
887,0,6542970,18,363498,20,348795,1,4,0,5,5,1,7,1083,0,5,7,7,3,5,4,5,5,6,5,5,.,.,6,5,7,5,6,6,6,6,5,6,0,0,1
888,0,7286720,11,662429,8,260950,2,3,1,4,4,1,4,1069,0,4,6,7,3,5,5,4,5,6,6,6,7,.,5,6,6,7,6,4,4,6,6,6,0,1,0
889,0,15852310,55,288224,4,58200,2,2,1,4,4,1,4,1077,0,5,5,7,5,7,6,5,5,6,6,5,.,6,6,6,5,6,6,6,6,6,6,6,1,0,0
890,0,10786990,30,359566,27,357645,1,4,0,6,6,1,8,927,1,5,5,7,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1
891,0,24474420,75,326326,10,303700,1,2,0,7,7,0,3,1082,0,6,6,7,6,7,7,6,7,6,6,6,6,5,6,6,6,6,7,5,6,6,7,6,1,0,0
892,0,3260850,5,652170,1,5695,2,3,1,4,4,1,9,960,0,4,6,7,1,3,3,5,5,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,0,1,0
893,0,3313180,20,165659,19,366545,1,4,1,7,7,1,2,1069,0,4,5,7,4,3,5,6,6,7,6,6,7,6,6,6,5,6,5,6,5,6,5,5,0,0,1
894,0,4496630,34,132254,12,302750,1,2,0,6,6,1,9,1058,0,5,5,7,5,4,4,5,6,6,5,7,6,6,6,5,6,5,6,5,5,6,6,5,1,0,0
895,1,2871640,11,261058,21,348195,2,4,0,3,3,1,5,617,0,5,6,1,3,2,4,5,7,6,5,6,5,5,6,5,6,6,5,5,4,5,4,5,0,0,1
896,0,4002730,11,363885,17,364700,1,1,1,5,5,1,7,1033,0,6,6,7,3,4,5,6,6,7,6,6,5,5,7,6,6,6,6,5,6,5,5,5,0,0,0
897,0,2295850,41,55996,30,380500,1,2,1,5,5,1,6,1076,0,4,7,7,5,1,3,4,6,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,1,0,0
898,0,6721420,17,395378,25,357300,1,4,0,5,5,1,4,1063,0,3,4,7,3,5,3,3,5,4,5,5,5,5,6,5,5,5,4,4,5,6,5,5,0,0,1
899,0,6605200,12,550433,16,364650,1,3,1,6,6,1,8,1038,0,3,5,7,3,5,5,3,5,6,6,6,.,.,5,6,6,6,5,6,5,7,6,6,0,1,0
900,0,5714690,43,132900,23,379845,2,2,0,4,4,1,6,1090,0,3,5,7,5,5,5,6,5,6,6,6,5,6,6,6,5,6,6,6,6,6,5,6,1,0,0
901,0,3304870,11,300443,14,335045,2,4,1,3,3,1,2,1005,0,6,6,7,3,3,5,2,3,6,5,6,6,6,6,5,6,6,5,4,5,5,4,5,0,0,1
902,1,4265850,39,109381,28,376150,1,2,0,5,5,0,4,727,0,4,6,2,5,4,3,4,5,7,6,6,5,5,5,6,7,6,5,5,7,6,6,6,1,0,0
903,0,52080380,84,620005,5,131595,1,3,0,5,5,1,3,1095,1,5,5,7,6,7,6,5,7,6,6,5,6,.,5,6,6,6,5,4,6,5,6,6,0,1,0
904,0,3186100,26,122542,16,365400,2,4,1,4,4,1,7,1085,0,6,6,7,4,3,6,4,4,6,5,6,6,6,6,6,5,5,6,6,6,6,5,6,0,0,1
905,0,3838700,42,91398,24,359500,1,2,0,6,6,1,3,1074,0,5,7,7,5,3,4,5,5,6,5,5,5,6,6,6,5,6,5,6,5,5,5,6,1,0,0
906,0,8419680,41,205358,12,302750,1,2,0,7,7,1,5,1078,0,5,6,7,5,6,6,5,5,6,6,7,7,7,6,7,7,5,6,4,5,5,6,5,1,0,0
907,0,15852310,55,288224,4,58200,2,2,1,4,4,1,4,1077,0,5,5,7,5,7,6,5,5,6,6,5,.,6,6,6,5,6,6,6,6,6,6,6,1,0,0
908,0,4724050,25,188962,13,324545,1,4,1,5,5,1,4,1071,0,4,6,7,4,4,5,4,5,6,6,6,6,5,6,6,6,6,7,5,6,6,7,6,0,0,1
909,0,4359770,6,726628,24,359500,1,3,1,5,5,1,5,1027,0,3,6,7,2,4,4,5,2,6,6,5,6,6,6,6,7,6,7,6,6,6,6,6,0,1,0
910,0,7773830,26,298993,23,379650,1,4,0,6,6,1,3,1084,0,4,4,7,4,5,5,4,7,7,6,6,7,6,6,7,6,6,6,6,5,6,6,6,0,0,1
911,0,4403670,32,137615,7,210695,1,2,0,7,7,1,3,1068,0,7,7,7,5,4,5,7,7,5,7,6,6,7,6,7,6,6,7,5,7,6,6,6,1,0,0
912,0,5270260,31,170008,10,371100,1,2,0,5,5,1,4,840,0,3,4,4,5,4,4,4,6,6,6,5,5,5,7,6,6,7,7,6,6,7,6,6,1,0,0
913,0,6883040,37,186028,4,58450,1,2,0,5,5,1,4,869,0,4,4,7,5,5,5,4,5,6,5,6,6,5,7,6,6,7,6,5,5,6,6,6,1,0,0
914,0,2490110,35,71146,20,347700,1,2,1,5,5,1,7,1064,0,2,4,7,5,1,4,3,6,6,6,7,6,6,6,6,5,6,6,6,6,6,5,6,1,0,0
915,0,3221440,15,214763,22,350050,1,4,0,6,6,0,6,946,0,6,6,7,3,3,4,6,6,6,7,6,6,6,7,6,6,6,7,7,6,7,6,6,0,0,1
916,0,12192860,38,320865,22,351245,1,2,1,6,6,1,3,1078,1,2,4,7,5,6,2,5,5,7,7,7,7,7,6,6,4,6,5,6,6,7,5,5,1,0,0
917,0,13919030,50,278381,17,364200,1,2,0,7,7,1,3,1085,0,5,6,7,5,7,6,5,6,7,6,6,6,6,6,7,6,7,6,6,6,6,6,6,1,0,0
918,0,4489930,22,204088,1,8595,1,4,0,6,6,1,5,1073,0,5,6,7,4,4,4,5,7,7,6,6,6,6,6,7,6,7,6,6,6,6,6,6,0,0,1
919,0,2550610,32,79707,27,356200,1,2,1,6,6,1,8,1082,0,4,5,7,5,2,2,4,5,5,5,6,5,6,5,5,4,5,4,4,5,6,5,5,1,0,0
920,0,4977600,19,261979,29,375495,1,4,0,6,6,1,7,1057,0,3,3,7,3,4,6,5,6,7,6,6,6,5,7,6,6,7,6,7,7,7,6,6,0,0,1
921,0,2725950,6,454325,28,377345,2,1,0,4,4,1,4,1037,0,3,5,7,2,2,4,1,5,6,7,6,6,5,5,6,5,5,5,4,5,6,5,5,0,0,0
